Station_ID,Date_Time,altimeter_set_1,air_temp_set_1,dew_point_temperature_set_1,relative_humidity_set_1,wind_speed_set_1,wind_direction_set_1,wind_gust_set_1,sea_level_pressure_set_1,weather_cond_code_set_1,cloud_layer_3_code_set_1,pressure_tendency_set_1,precip_accum_one_hour_set_1,precip_accum_three_hour_set_1,cloud_layer_1_code_set_1,cloud_layer_2_code_set_1,precip_accum_six_hour_set_1,precip_accum_24_hour_set_1,visibility_set_1,metar_remark_set_1,metar_set_1,air_temp_high_6_hour_set_1,air_temp_low_6_hour_set_1,peak_wind_speed_set_1,ceiling_set_1,pressure_change_code_set_1,air_temp_high_24_hour_set_1,air_temp_low_24_hour_set_1,peak_wind_direction_set_1,wind_chill_set_1d,wind_cardinal_direction_set_1d,heat_index_set_1d,weather_condition_set_1d,weather_summary_set_1d,cloud_layer_1_set_1d,cloud_layer_2_set_1d,cloud_layer_3_set_1d,dew_point_temperature_set_1d,pressure_set_1d,sea_level_pressure_set_1d
KLGB,08/01/2023 03:53 PDT,29.94,73.04,66.02,78.7,0,0,,29.94,,,,,,1,,,,10,,METAR KLGB 011053Z AUTO 00000KT 10SM CLR 23/19 A2994 RMK AO2 SLP139  T02280189,,,,,,,,,,N,,,clear,,,,66,29.88,29.94
KLGB,08/01/2023 03:55 PDT,29.95,73.4,,78.24,0,0,,,,,,,,1,,,,10,,METAR KLGB 011055Z AUTO 00000KT 10SM CLR 23/19 A2995,,,,,,,,,,N,,,clear,,,,66.18,29.89,29.95
KLGB,08/01/2023 04:00 PDT,29.94,73.4,,78.24,0,0,,,,,,,,1,,,,10,,METAR KLGB 011100Z AUTO 00000KT 10SM CLR 23/19 A2994,,,,,,,,,,N,,,clear,,,,66.18,29.88,29.94
KLGB,08/01/2023 04:05 PDT,29.94,73.4,,78.24,3.45,300,,,,,,,,1,,,,10,,METAR KLGB 011105Z AUTO 30003KT 10SM CLR 23/19 A2994,,,,,,,,,,WNW,,,clear,,,,66.18,29.88,29.94
KLGB,08/01/2023 04:10 PDT,29.95,73.4,,78.24,3.45,300,,,,,,,,1,,,,10,,METAR KLGB 011110Z AUTO 30003KT 10SM CLR 23/19 A2995,,,,,,,,,,WNW,,,clear,,,,66.18,29.89,29.95
KLGB,08/01/2023 04:15 PDT,29.95,73.4,,78.24,0,0,,,,,,,,1,,,,10,,METAR KLGB 011115Z AUTO 00000KT 10SM CLR 23/19 A2995,,,,,,,,,,N,,,clear,,,,66.18,29.89,29.95
KLGB,08/01/2023 04:20 PDT,29.95,73.4,,78.24,0,0,,,,,,,,1,,,,10,,METAR KLGB 011120Z AUTO 00000KT 10SM CLR 23/19 A2995,,,,,,,,,,N,,,clear,,,,66.18,29.89,29.95
KLGB,08/01/2023 04:25 PDT,29.95,73.4,,78.24,3.45,240,,,,,,,,1,,,,10,,METAR KLGB 011125Z AUTO 24003KT 10SM CLR 23/19 A2995,,,,,,,,,,WSW,,,clear,,,,66.18,29.89,29.95
KLGB,08/01/2023 04:30 PDT,29.95,73.4,,78.24,3.45,250,,,,,,,,1,,,,9,,METAR KLGB 011130Z AUTO 25003KT 9SM CLR 23/19 A2995,,,,,,,,,,WSW,,,clear,,,,66.18,29.89,29.95
KLGB,08/01/2023 04:35 PDT,29.95,73.4,,78.24,3.45,260,,,,,,,,1,,,,9,,METAR KLGB 011135Z AUTO 26003KT 9SM CLR 23/19 A2995,,,,,,,,,,W,,,clear,,,,66.18,29.89,29.95
KLGB,08/01/2023 04:40 PDT,29.95,73.4,,78.24,0,0,,,,,,,,1,,,,9,,METAR KLGB 011140Z AUTO 00000KT 9SM CLR 23/19 A2995,,,,,,,,,,N,,,clear,,,,66.18,29.89,29.95
KLGB,08/01/2023 04:45 PDT,29.95,73.4,,78.24,0,0,,,,,,,,1,,,,9,,METAR KLGB 011145Z AUTO 00000KT 9SM CLR 23/19 A2995,,,,,,,,,,N,,,clear,,,,66.18,29.89,29.95
KLGB,08/01/2023 04:50 PDT,29.95,73.4,,78.24,0,0,,,,,,,,1,,,,9,,METAR KLGB 011150Z AUTO 00000KT 9SM CLR 23/19 A2995,,,,,,,,,,N,,,clear,,,,66.18,29.89,29.95
KLGB,08/01/2023 04:53 PDT,29.95,73.04,66.92,81.19,0,0,,29.95,,,3002,,,1,,,,9,,METAR KLGB 011153Z AUTO 00000KT 9SM CLR 23/19 A2995 RMK AO2 SLP143  T02280194 10233 20222 53002,73.94,71.96,,,,,,,,N,,,clear,,,,66.91,29.89,29.95
KLGB,08/01/2023 04:55 PDT,29.96,73.4,,78.24,0,0,,,,,,,,1,,,,9,,METAR KLGB 011155Z AUTO 00000KT 9SM CLR 23/19 A2996,,,,,,,,,,N,,,clear,,,,66.18,29.9,29.96
KLGB,08/01/2023 05:00 PDT,29.96,73.4,,78.24,0,0,,,,,,,,1,,,,9,,METAR KLGB 011200Z AUTO 00000KT 9SM CLR 23/19 A2996,,,,,,,,,,N,,,clear,,,,66.18,29.9,29.96
KLGB,08/01/2023 05:05 PDT,29.96,73.4,,78.24,0,0,,,,,,,,1,,,,8,,METAR KLGB 011205Z AUTO 00000KT 8SM CLR 23/19 A2996,,,,,,,,,,N,,,clear,,,,66.18,29.9,29.96
KLGB,08/01/2023 05:10 PDT,29.96,73.4,,78.24,0,0,,,,,,,,1,,,,8,,METAR KLGB 011210Z AUTO 00000KT 8SM CLR 23/19 A2996,,,,,,,,,,N,,,clear,,,,66.18,29.9,29.96
KLGB,08/01/2023 05:15 PDT,29.96,73.4,,78.24,0,0,,,,,,,,1,,,,8,,METAR KLGB 011215Z AUTO 00000KT 8SM CLR 23/19 A2996,,,,,,,,,,N,,,clear,,,,66.18,29.9,29.96
KLGB,08/01/2023 05:20 PDT,29.96,71.6,,83.13,0,0,,,,,,,,1,,,,8,,METAR KLGB 011220Z AUTO 00000KT 8SM CLR 22/19 A2996,,,,,,,,,,N,,,clear,,,,66.18,29.9,29.96
KLGB,08/01/2023 05:25 PDT,29.96,73.4,,78.24,0,0,,,,,,,,1,,,,8,,METAR KLGB 011225Z AUTO 00000KT 8SM CLR 23/19 A2996,,,,,,,,,,N,,,clear,,,,66.18,29.9,29.96
KLGB,08/01/2023 05:30 PDT,29.97,73.4,,78.24,0,0,,,,,,,,1,,,,9,,METAR KLGB 011230Z AUTO 00000KT 9SM CLR 23/19 A2997,,,,,,,,,,N,,,clear,,,,66.18,29.91,29.97
KLGB,08/01/2023 05:35 PDT,29.97,73.4,,78.24,0,0,,,,,,,,1,,,,9,,METAR KLGB 011235Z AUTO 00000KT 9SM CLR 23/19 A2997,,,,,,,,,,N,,,clear,,,,66.18,29.91,29.97
KLGB,08/01/2023 05:40 PDT,29.97,73.4,,78.24,0,0,,,,,,,,1,,,,9,,METAR KLGB 011240Z AUTO 00000KT 9SM CLR 23/19 A2997,,,,,,,,,,N,,,clear,,,,66.18,29.91,29.97
KLGB,08/01/2023 05:45 PDT,29.97,73.4,,78.24,0,0,,,,,,,,1,,,,8,,METAR KLGB 011245Z AUTO 00000KT 8SM CLR 23/19 A2997,,,,,,,,,,N,,,clear,,,,66.18,29.91,29.97
KLGB,08/01/2023 05:50 PDT,29.97,73.4,,78.24,0,0,,,,,,,,1,,,,8,,METAR KLGB 011250Z AUTO 00000KT 8SM CLR 23/19 A2997,,,,,,,,,,N,,,clear,,,,66.18,29.91,29.97
KLGB,08/01/2023 05:53 PDT,29.97,73.04,66.92,81.19,0,0,,29.97,,,,,,1,,,,8,,METAR KLGB 011253Z AUTO 00000KT 8SM CLR 23/19 A2997 RMK AO2 SLP148  T02280194,,,,,,,,,,N,,,clear,,,,66.91,29.91,29.97
KLGB,08/01/2023 05:55 PDT,29.97,73.4,,78.24,0,0,,,,,,,,1,,,,8,,METAR KLGB 011255Z AUTO 00000KT 8SM CLR 23/19 A2997,,,,,,,,,,N,,,clear,,,,66.18,29.91,29.97
KLGB,08/01/2023 06:00 PDT,29.97,73.4,,78.24,0,0,,,,,,,,1,,,,8,,METAR KLGB 011300Z AUTO 00000KT 8SM CLR 23/19 A2997,,,,,,,,,,N,,,clear,,,,66.18,29.91,29.97
KLGB,08/01/2023 06:05 PDT,29.97,73.4,,78.24,0,0,,,,,,,,1,,,,8,,METAR KLGB 011305Z AUTO 00000KT 8SM CLR 23/19 A2997,,,,,,,,,,N,,,clear,,,,66.18,29.91,29.97
KLGB,08/01/2023 06:10 PDT,29.97,73.4,,78.24,0,0,,,,,,,,1,,,,8,,METAR KLGB 011310Z AUTO 00000KT 8SM CLR 23/19 A2997,,,,,,,,,,N,,,clear,,,,66.18,29.91,29.97
KLGB,08/01/2023 06:15 PDT,29.98,73.4,,78.24,0,0,,,,,,,,1,,,,7,,METAR KLGB 011315Z AUTO 00000KT 7SM CLR 23/19 A2998,,,,,,,,,,N,,,clear,,,,66.18,29.92,29.98
KLGB,08/01/2023 06:20 PDT,29.98,73.4,,78.24,0,0,,,6,,,,,1,,,,6,,METAR KLGB 011320Z AUTO 00000KT 6SM HZ CLR 23/19 A2998,,,,,,,,,,N,,haze,haze,,,,66.18,29.92,29.98
KLGB,08/01/2023 06:25 PDT,29.98,73.4,,78.24,0,0,,,6,,,,,1,,,,6,,METAR KLGB 011325Z AUTO 00000KT 6SM HZ CLR 23/19 A2998,,,,,,,,,,N,,haze,haze,,,,66.18,29.92,29.98
KLGB,08/01/2023 06:30 PDT,29.98,73.4,,78.24,0,0,,,6,,,,,1,,,,6,,METAR KLGB 011330Z AUTO 00000KT 6SM HZ CLR 23/19 A2998,,,,,,,,,,N,,haze,haze,,,,66.18,29.92,29.98
KLGB,08/01/2023 06:35 PDT,29.98,73.4,,78.24,0,0,,,,,,,,1,,,,7,,METAR KLGB 011335Z AUTO 00000KT 7SM CLR 23/19 A2998,,,,,,,,,,N,,,clear,,,,66.18,29.92,29.98
KLGB,08/01/2023 06:40 PDT,29.98,73.4,,78.24,0,0,,,,,,,,1,,,,7,,METAR KLGB 011340Z AUTO 00000KT 7SM CLR 23/19 A2998,,,,,,,,,,N,,,clear,,,,66.18,29.92,29.98
KLGB,08/01/2023 06:45 PDT,29.98,73.4,,78.24,0,0,,,,,,,,1,,,,7,,METAR KLGB 011345Z AUTO 00000KT 7SM CLR 23/19 A2998,,,,,,,,,,N,,,clear,,,,66.18,29.92,29.98
KLGB,08/01/2023 06:50 PDT,29.98,73.4,,78.24,0,0,,,,,,,,1,,,,7,,METAR KLGB 011350Z AUTO 00000KT 7SM CLR 23/19 A2998,,,,,,,,,,N,,,clear,,,,66.18,29.92,29.98
KLGB,08/01/2023 06:53 PDT,29.98,73.04,66.92,81.19,0,0,,29.98,,,,,,1,,,,8,,METAR KLGB 011353Z 00000KT 8SM CLR 23/19 A2998 RMK AO2 SLP152 T02280194,,,,,,,,,,N,,,clear,,,,66.91,29.92,29.98
KLGB,08/01/2023 06:55 PDT,29.98,73.4,,78.24,0,0,,,,,,,,1,,,,8,,METAR KLGB 011355Z AUTO 00000KT 8SM CLR 23/19 A2998,,,,,,,,,,N,,,clear,,,,66.18,29.92,29.98
KLGB,08/01/2023 07:00 PDT,29.98,73.4,,78.24,0,0,,,,,,,,1,,,,9,,METAR KLGB 011400Z AUTO 00000KT 9SM CLR 23/19 A2998,,,,,,,,,,N,,,clear,,,,66.18,29.92,29.98
KLGB,08/01/2023 07:05 PDT,29.98,73.4,,78.24,0,0,,,,,,,,1,,,,9,,METAR KLGB 011405Z AUTO 00000KT 9SM CLR 23/19 A2998,,,,,,,,,,N,,,clear,,,,66.18,29.92,29.98
KLGB,08/01/2023 07:10 PDT,29.99,73.4,,78.24,0,0,,,,,,,,1,,,,9,,METAR KLGB 011410Z AUTO 00000KT 9SM CLR 23/19 A2999,,,,,,,,,,N,,,clear,,,,66.18,29.93,29.99
KLGB,08/01/2023 07:15 PDT,29.98,73.4,,78.24,0,0,,,,,,,,1,,,,9,,METAR KLGB 011415Z AUTO 00000KT 9SM CLR 23/19 A2998,,,,,,,,,,N,,,clear,,,,66.18,29.92,29.98
KLGB,08/01/2023 07:20 PDT,29.98,73.4,,78.24,0,0,,,,,,,,1,,,,9,,METAR KLGB 011420Z AUTO 00000KT 9SM CLR 23/19 A2998,,,,,,,,,,N,,,clear,,,,66.18,29.92,29.98
KLGB,08/01/2023 07:25 PDT,29.98,73.4,,78.24,0,0,,,,,,,,1,,,,9,,METAR KLGB 011425Z AUTO 00000KT 9SM CLR 23/19 A2998,,,,,,,,,,N,,,clear,,,,66.18,29.92,29.98
KLGB,08/01/2023 07:30 PDT,29.99,73.4,,78.24,0,0,,,,,,,,1,,,,9,,METAR KLGB 011430Z AUTO 00000KT 9SM CLR 23/19 A2999,,,,,,,,,,N,,,clear,,,,66.18,29.93,29.99
KLGB,08/01/2023 07:35 PDT,29.99,73.4,,78.24,0,0,,,,,,,,1,,,,9,,METAR KLGB 011435Z AUTO 00000KT 9SM CLR 23/19 A2999,,,,,,,,,,N,,,clear,,,,66.18,29.93,29.99
KLGB,08/01/2023 07:40 PDT,29.99,73.4,,78.24,0,0,,,,,,,,1,,,,10,,METAR KLGB 011440Z AUTO 00000KT 10SM CLR 23/19 A2999,,,,,,,,,,N,,,clear,,,,66.18,29.93,29.99
KLGB,08/01/2023 07:45 PDT,29.99,73.4,,78.24,3.45,190,,,,,,,,1,,,,10,,METAR KLGB 011445Z AUTO 19003KT 10SM CLR 23/19 A2999,,,,,,,,,,S,,,clear,,,,66.18,29.93,29.99
KLGB,08/01/2023 07:50 PDT,29.99,73.4,,78.24,0,0,,,,,,,,1,,,,10,,METAR KLGB 011450Z AUTO 00000KT 10SM CLR 23/19 A2999,,,,,,,,,,N,,,clear,,,,66.18,29.93,29.99
KLGB,08/01/2023 07:53 PDT,29.99,73.94,66.02,76.36,0,0,,29.99,,,1013,,,1,,,,9,,METAR KLGB 011453Z 00000KT 9SM CLR 23/19 A2999 RMK AO2 SLP155 T02330189  51013,,,,,,,,,,N,,,clear,,,,66.01,29.93,29.99
KLGB,08/01/2023 07:55 PDT,29.99,73.4,,78.24,0,0,,,,,,,,1,,,,9,,METAR KLGB 011455Z AUTO 00000KT 9SM CLR 23/19 A2999,,,,,,,,,,N,,,clear,,,,66.18,29.93,29.99
